HUC_12,pCanopy
030300020408,37.6255170631
030300020501,53.3091375732
030300020502,55.8759225572
030300020503,60.8366474313
030300020504,49.7769117018
030300020505,45.6024487031
030300020506,53.5525805862
030300020507,66.8688837035
030300020508,59.4591411748
030300020509,74.3207462084
030300020601,69.2031995284
030300020602,47.9430464687
030300020603,65.2327146302
030300020604,63.311251545
030300020605,49.9750151798
030300020606,74.0929207733
030300020607,67.8223122239
030300020608,62.8834301332
030300020609,62.456949245
030300020610,77.7301084058
030300020701,73.3044326063
030300020702,74.8849737422
030300020703,74.4222513538
030300020704,85.0848534202
030300020705,65.1879464286
030300030101,37.906291225
030300030102,30.609470124
030300030103,29.8891004696
030300030104,44.1135857461
030300030105,48.1736776293
030300030106,32.9240750891
030300030107,47.7717219393
030300030108,42.7737241523
030300030109,53.9401887136
030300030110,54.4787667664
030300030201,46.831284098
030300030202,57.0830943124
030300030203,46.4936164458
030300030204,58.7694296032
030300030205,54.4876289896
030300030206,48.7023947227
030300030207,56.557956778
030300030208,55.5034305229
030300030301,63.5863547758
030300030302,70.8496429391
030300030303,70.3766153222
030300030401,56.1394773119
030300030402,59.4184077323
030300030403,63.508979955
030300030404,60.3036503265
030300030405,67.3098627287
030300030406,55.5935551346
030300030407,60.3891120423
030300030408,65.7469423413
030300030501,40.635353095
030300030502,52.0444362459
030300030503,53.2890697039
030300030504,60.2057092236
030300030505,61.4274177428
030300030506,78.5302709381
030300030507,52.797410594
030300030508,62.7856915402
030300030509,76.2685409088
030300030601,70.363419171
030300030602,57.1307563025
030300030603,67.2748820897
030300030604,62.1164331718
030300030605,70.7407731699
030300030606,52.8539220779
030300030607,66.6257764116
030300030608,74.3167946724
030300040101,70.2318966202
030300040102,58.2182459974
030300040103,61.7194942761
030300040104,64.9116509813
030300040105,64.3840645962
030300040106,63.9255782156
030300040201,42.4958938973
030300040202,47.7263660645
030300040203,54.0728537984
030300040204,50.1535589408
030300040205,53.0263346091
030300040206,51.1712673988
030300040301,55.9919113813
030300040302,55.6543934363
030300040303,50.911828718
030300040304,54.0685691963
030300040305,54.6533041126
030300040306,49.4368220715
030300040307,57.899403174
030300040308,56.7423391416
030300040401,55.656156208
030300040402,46.8832479083
030300040403,53.7336102519
030300040404,55.1694846332
030300040405,35.8219617438
030300040406,52.0725571022
030300040407,52.0367297705
030300040408,49.5897526623
030300040409,52.2879974285
030300040501,41.1159896096
030300040502,58.9083959993
030300040503,31.9177961294
030300040504,37.3314178425
030300040505,43.8291470942
030300040506,31.61843338
030300040601,53.6248627808
030300040602,56.9882671344
030300040603,50.1379766805
030300040604,47.9521471653
030300040605,39.4635963745
030300040606,41.7587837318
030300040607,39.1840688665
030300040608,41.4055295731
030300040609,31.150115952
030300040610,35.7404004272
030300040611,41.1364541244
030300040701,43.2727618778
030300040702,58.6412179005
030300040703,50.6073530329
030300040704,32.4271449184
030300040705,44.8870738811
030300040706,55.6226686694
030300040707,49.4179390462
030300050101,48.4029731162
030300050102,43.4906034716
030300050103,62.2806508469
030300050104,60.4913693901
030300050201,64.3902868481
030300050202,48.0529754613
030300050203,66.210927018
030300050204,63.5089616068
030300050205,61.5026343755
030300050206,64.5848840234
030300050301,68.2982620476
030300050302,61.8270463262
030300050303,61.3214484267
030300050401,52.3142357014
030300050402,68.1478550953
030300050403,56.7440950658
030300050404,57.1517527613
030300050405,69.5020231714
030300050406,58.633198488
030300050407,68.7323289791
030300050501,58.9894694489
030300050502,48.9674312536
030300050503,31.4092489474
030300050504,35.8110207963
030300050601,65.7889955912
030300050602,66.7495227098
030300050603,61.0258415549
030300050701,55.095620096
030300050702,30.9954525916
030300050703,58.4052821214
030300050704,38.3588936094
030300050801,49.5558053782
030300050802,46.2411650321
030300050803,23.6314169168
030300050804,6.89753724536
030300050805,0.0
030300050806,0.0
030300060101,36.5790707241
030300060102,34.6086142322
030300060103,25.4101600022
030300060104,30.3769594426
030300060105,36.5412433071
030300060106,52.503400825
030300060107,43.110378433
030300060201,34.9030652723
030300060202,42.2961889551
030300060203,56.4238240779
030300060204,52.9005344257
030300060205,37.2997717615
030300060206,58.2607611836
030300060207,62.3111928756
030300060208,55.8336814334
030300060301,32.9982664033
030300060302,33.5850077081
030300060303,33.2606500692
030300060304,39.5785294815
030300060305,47.6135341947
030300060401,31.7397215366
030300060402,29.2078475917
030300060403,36.9308834842
030300060404,38.8654507882
030300060405,37.3736421104
030300060406,38.9871804225
030300060407,47.0505714888
030300060408,54.4927489913
030300060501,34.1068433995
030300060502,35.9883059911
030300060503,37.709442167
030300060504,36.4000526864
030300060505,41.7866729928
030300060506,58.4568632264
030300060507,44.9500021958
030300060508,39.3854994418
030300060509,55.0075263895
030300060510,46.52541548
030300060601,66.8784977721
030300060602,57.9091433388
030300060603,69.1419779086
030300060701,55.6370152219
030300060702,55.8358022844
030300060703,64.106156654
030300060704,71.3946059609
030300060801,54.846334839
030300060802,61.4143367669
030300060803,63.9070050478
030300060804,61.6249895891
030300060805,62.989440283
030300060806,54.5890056992
030300060807,70.5157693038
030300070101,28.4283360573
030300070102,34.1946566261
030300070103,39.2836499826
030300070104,33.8854784644
030300070105,43.3890304038
030300070201,26.0494215662
030300070202,33.2165859923
030300070203,37.6602903658
030300070204,45.1569081297
030300070205,40.5421631463
030300070206,52.9842740238
030300070301,46.3573224613
030300070302,50.1229628194
030300070303,46.4766962791
030300070304,48.3299864148
030300070305,50.3684636199
030300070306,41.5913700249
030300070307,60.641549396
030300070401,60.6306014094
030300070402,53.6701135075
030300070403,59.6669331228
030300070404,44.3004692096
030300070405,61.8753763165
030300070501,46.0064741616
030300070502,54.2696537184
030300070503,55.1795975937
030300070504,50.0467004052
030300070505,46.0610000155
030300070506,46.48336286
030300070601,83.6438501764
030300070602,73.9180124386
030300070603,79.9901272258
030300070604,73.3436719873
030300070605,67.4279513195
030300070606,76.8679832755
030300070607,79.7222152273
030300070608,83.505762148
030300070609,77.4519856086
030300070610,61.3902618804
030300070611,69.3405586229
030300070701,60.409990093
030300070702,50.6780380861
030300070703,69.1512947031
030300070704,67.896748507
030300070705,63.9231612335
030300070801,55.6261995672
030300070802,65.7514735792
030300070803,78.5853395866
030300070804,77.6376544208
030300070805,69.2307605485
030300070806,63.1725866307
030300070807,61.8793492582
030300070808,33.5802273356
030300070809,50.3612907646
030401010101,86.4173126479
030401010102,80.3954970194
030401010103,73.7791600505
030401010104,83.4617289215
030401010105,76.7644135961
030401010201,77.1164346624
030401010202,79.3096180514
030401010203,69.9778878569
030401010204,76.4897717166
030401010205,72.8021986744
030401010206,66.0556095621
030401010301,70.9185359763
030401010302,47.3577250535
030401010303,79.9803108929
030401010304,82.7645662967
030401010305,58.5955872057
030401010306,65.9235388339
030401010307,57.2902580807
030401010401,56.6799876622
030401010402,44.2157341013
030401010403,80.8819326148
030401010404,74.5076842181
030401010405,70.8124156628
030401010406,56.0739677917
030401010407,43.5864707164
030401010501,86.1922032121
030401010502,57.6322204411
030401010503,35.6894667957
030401010504,62.1389573273
030401010601,38.1357775361
030401010602,50.1948981428
030401010603,45.8818088108
030401010604,48.1897315012
030401010605,45.2695144388
030401010606,47.827458551
030401010607,46.3215598969
030401010701,74.2383979657
030401010702,51.7453617393
030401010703,51.8605577689
030401010704,43.9101611884
030401010705,34.8396553941
030401010801,60.6614361633
030401010802,68.3969231349
030401010803,60.0352884196
030401010804,57.9213156855
030401010805,62.7491441059
030401010806,34.9624432794
030401010807,48.2806119224
030401010901,52.6164044186
030401010902,55.3622252025
030401010903,45.1903223264
030401010904,56.9454208237
030401011001,47.9492069565
030401011002,46.3001717351
030401011003,55.8316267329
030401011004,53.6600807511
030401011005,52.1449540851
030401011006,58.1445573082
030401011007,58.5429014383
030401011101,38.4195163343
030401011102,37.1565731629
030401011103,43.4457261121
030401011201,45.5187937236
030401011202,39.898378159
030401011203,52.4946342115
030401011301,42.953817596
030401011302,50.4322789862
030401011303,47.5149328116
030401011304,39.5213660113
030401011305,28.9569040248
030401011306,41.1355037218
030401011307,37.3385474511
030401011308,38.5530490768
030401011401,43.6660963886
030401011402,42.8120675131
030401011403,38.358253444
030401011404,50.120938284
030401011501,45.2678163564
030401011502,36.1064028345
030401011503,49.4198561803
030401011504,54.991725891
030401020101,52.614725994
030401020102,45.0951865559
030401020103,47.3280097599
030401020104,73.1845865384
030401020105,36.1289570045
030401020106,40.1527760138
030401020107,31.8645872345
030401020108,37.4253030194
030401020109,43.9213847776
030401020201,69.530193325
030401020202,47.833587379
030401020203,35.0264686317
030401020204,45.6381768411
030401020205,41.184265685
030401020206,47.720414021
030401020301,37.1855043082
030401020302,38.8630453789
030401020303,41.5473669958
030401020304,47.2254410614
030401020401,35.2237311242
030401020402,36.4297481516
030401020403,43.5372643882
030401020501,31.7344322344
030401020502,38.0595729835
030401020503,34.922783464
030401020504,50.4218768275
030401020601,47.2385483432
030401020602,44.739860998
030401020603,50.9245642325
030401030101,42.6811985325
030401030102,40.3555794067
030401030103,36.3691297909
030401030104,41.3738363477
030401030105,52.2851425339
030401030201,45.2757474615
030401030202,40.7772026041
030401030203,46.2170245781
030401030204,47.1311278371
030401030205,43.0803099483
030401030206,47.1968607006
030401030207,63.4595032818
030401030301,45.0786431324
030401030302,49.9827884104
030401030303,45.5322506327
030401030304,62.4363581625
030401030305,62.5230539734
030401030401,56.9245928221
030401030402,56.7717701491
030401030403,58.3430752636
030401030404,61.0253945337
030401030405,61.5888277822
030401030406,68.5670813944
030401030501,64.0705925547
030401030502,61.1999343297
030401030503,79.8665155431
030401030504,65.0034683503
030401030505,88.2402291772
030401030601,55.6896814433
030401030602,64.2048115639
030401030603,54.5963701402
030401030604,66.0270805944
030401030605,76.1191129027
030401040101,45.025833421
030401040102,62.9801135392
030401040103,67.3555698928
030401040104,68.3637827128
030401040105,59.9170671916
030401040201,58.4710490867
030401040202,84.8492562195
030401040203,62.1195624378
030401040204,72.4168451781
030401040205,53.4003545718
030401040301,58.9693780269
030401040302,66.9952744457
030401040303,71.837860849
030401040304,66.9175214093
030401040305,68.0710294344
030401040306,68.42637723
030401040401,72.7766492
030401040402,70.8320838854
030401040403,74.1562125183
030401040404,55.911985268
030401040501,73.497793091
030401040502,49.1461634324
030401040503,67.7247184148
030401040504,58.4194161139
030401040505,70.6564279693
030401040506,73.7463383213
030401050101,43.1661594795
030401050102,47.4217386605
030401050103,38.1104189692
030401050104,44.4733719258
030401050105,33.1138083647
030401050106,26.6260783266
030401050201,60.5514268274
030401050202,45.7614159638
030401050203,39.1693345972
030401050301,33.5019207009
030401050302,55.4529882703
030401050303,48.3414227892
030401050304,43.0362720592
030401050305,63.2761798185
030401050306,53.2617972278
030401050307,49.2576289638
030401050401,45.0329218107
030401050402,39.0639465346
030401050403,32.4382613049
030401050404,40.6226679163
030401050405,40.3685918961
030401050406,42.5352550143
030401050501,33.0787673583
030401050502,34.6355320517
030401050503,28.0986032458
030401050504,37.3750352845
030401050505,33.114302689
030401050506,31.8505332679
030401050507,39.5893783136
030401050601,25.4783897692
030401050602,33.9887704666
030401050603,28.5962559215
030401050604,45.3632172165
030401050701,47.653799878
030401050702,33.7010374967
030401050703,45.1390655985
030401050704,38.8321032727
030401050705,42.4804768026
030401050706,52.1997067606
030401050707,48.8801834096
030401050708,48.5628248024
030402010101,58.379835905
030402010102,54.0136349551
030402010103,43.4093669918
030402010104,57.9887509568
030402010105,55.5226976599
030402010201,63.2571685727
030402010202,56.3446848579
030402010203,68.8315031099
030402010301,67.5902395477
030402010302,58.3150212432
030402010303,60.092867296
030402010304,68.4678189027
030402010305,50.8540064596
030402010306,56.4747493247
030402010401,69.8930571419
030402010402,42.4154351259
030402010403,54.2704210863
030402010404,55.5780020688
030402010405,56.0224731758
030402010406,54.4795601675
030402010407,55.7486432005
030402010408,58.0210550857
030402010409,55.2329920323
030402010410,56.6058445962
030402010411,53.1565162009
030402010501,53.1501861002
030402010502,59.1169350726
030402010503,52.1454941658
030402010504,46.9843855626
030402010505,44.7917925116
030402010506,43.169348319
030402010507,47.0186497374
030402010508,50.1784255709
030402010509,51.0915893287
030402010510,63.1016898994
030402010601,46.8872433377
030402010602,42.2601869528
030402010603,58.817156969
030402010604,46.9219516946
030402010605,37.1342806028
030402010606,40.4833761232
030402010701,40.4736757727
030402010702,35.0109179363
030402010703,24.6171185327
030402010704,32.2129866391
030402010705,25.7380586372
030402010706,28.1693265936
030402010707,28.2338428981
030402010708,32.4166088399
030402010709,48.70087518
030402010710,59.3639924561
030402010801,45.2671000649
030402010802,63.9155301899
030402010803,32.5336892832
030402010804,38.5922628883
030402010805,50.2246767904
030402010806,74.8131230634
030402010807,56.6849274476
030402010808,65.4365123137
030402010809,46.8056366576
030402010810,78.7020488969
030402010901,34.5384292032
030402010902,31.888847847
030402010903,46.9028436891
030402010904,55.1829633279
030402010905,54.7293826841
030402011001,61.5228314772
030402011002,72.1237890913
030402011003,69.5130957564
030402011101,40.0097089741
030402011102,43.148487547
030402011103,43.8843495282
030402011104,64.9710402548
030402011105,71.8306008758
030402011201,61.5706036811
030402011202,69.2884390542
030402020101,53.5857601314
030402020102,43.3866824346
030402020103,58.6749964504
030402020104,68.7585226661
030402020105,69.535560256
030402020201,61.6698296257
030402020202,60.0266372545
030402020203,48.9080083171
030402020204,47.133641256
030402020205,41.4113068092
030402020206,49.2833122773
030402020301,51.5090819133
030402020302,44.8080395088
030402020303,49.0158085182
030402020304,47.1396479812
030402020305,51.6788138173
030402020306,49.7985336457
030402020307,48.5991567451
030402020401,30.266212079
030402020402,29.2905800457
030402020403,30.7673659392
030402020404,33.8818499934
030402020405,39.0941920226
030402020406,39.3293126102
030402020407,45.776520199
030402020408,51.7246883047
030402020501,42.1376318826
030402020502,61.1019830497
030402020503,48.0861401567
030402020504,44.5648219239
030402020505,53.045143985
030402020601,38.0126707183
030402020602,53.3834382204
030402020603,45.6343723167
030402020604,50.0065493325
030402020701,53.6145945985
030402020702,49.7389448316
030402020703,49.6759469065
030402020704,50.6213750811
030402020705,55.8710639288
030402030101,53.8178588125
030402030102,56.8202884798
030402030103,47.3668865258
030402030104,57.9192974981
030402030201,52.1947944673
030402030202,46.8866611728
030402030203,41.921233311
030402030204,57.2476594206
030402030205,46.8758798978
030402030206,53.5081197982
030402030301,53.6444576235
030402030302,29.1518280745
030402030303,35.2464722059
030402030401,35.4337151369
030402030402,27.1722328478
030402030403,35.2713376001
030402030501,36.5764825832
030402030502,36.2509863249
030402030503,32.0257196087
030402030504,46.1891772112
030402030505,36.5754918641
030402030601,38.7551700109
030402030602,45.2243944378
030402030603,37.7772805073
030402030604,43.2502498105
030402030605,40.0444202906
030402030701,33.3215132049
030402030702,40.8863464343
030402030703,53.0635386641
030402030704,44.7146324256
030402030705,53.9530522525
030402030801,49.9302977348
030402030802,48.5787652552
030402030901,45.4990500876
030402030902,60.0254060016
030402030903,51.7632919635
030402030904,66.6468891072
030402031001,33.3153758273
030402031002,35.088575034
030402031003,35.0698574696
030402031004,39.7130983201
030402031005,64.7271912875
030402031101,40.98838089
030402031102,34.7544083045
030402031103,47.7366868608
030402031104,64.9851766624
030402031201,28.0528647865
030402031202,36.3170822253
030402031203,32.9315273237
030402031204,38.8951304046
030402031205,40.8433710706
030402031206,37.2105729365
030402031207,67.4545871911
030402031301,49.9881016883
030402031302,37.6942177053
030402031303,60.740912789
030402031401,42.3401166778
030402031402,52.4878015722
030402031403,53.9987084796
030402031404,68.9680242194
030402040101,48.1204434914
030402040102,55.1273206412
030402040103,46.4712701613
030402040104,45.3312615972
030402040105,46.5974631599
030402040106,32.0918070527
030402040107,41.5568598679
030402040201,31.713863809
030402040202,32.5188774392
030402040203,34.7798915907
030402040301,54.7910880568
030402040302,55.7362342985
030402040303,44.1739492301
030402040304,30.3715491272
030402040305,38.0285142094
030402040401,42.8334246505
030402040402,52.9521676602
030402040403,43.7149350059
030402040404,37.9376445838
030402040501,45.6768375291
030402040502,33.1384569442
030402040503,31.3346368169
030402040504,46.1230557776
030402040505,32.2319268353
030402040506,52.8363405684
030402040507,47.134260962
030402040508,48.7417871771
030402040601,42.9411314672
030402040602,45.7618683081
030402040603,48.2533737633
030402040604,47.6553974066
030402040701,47.1136056453
030402040702,42.8941159989
030402040801,53.522763633
030402040802,67.701769276
030402040803,57.1185898083
030402040804,56.527487262
030402040805,41.1876305892
030402040806,50.0378623236
030402040807,51.2951924946
030402040808,68.9536179213
030402040809,53.9615337234
030402040810,73.8806083067
030402050101,57.9207180063
030402050102,50.3888777716
030402050103,46.6781178635
030402050104,36.0419557676
030402050105,50.1703312064
030402050106,29.2696919108
030402050107,25.8234230223
030402050108,40.1175074656
030402050109,49.4001400731
030402050201,17.497922906
030402050202,22.8053856759
030402050203,40.118072733
030402050204,39.7998054948
030402050205,32.0570368771
030402050301,34.6705998959
030402050302,46.8222983944
030402050303,52.9346126601
030402050401,39.3126846192
030402050402,58.2953135768
030402050403,39.3449195749
030402050404,43.4095023083
030402050405,39.2960904985
030402050406,55.9387963834
030402050407,56.0613629665
030402050501,49.1666940115
030402050502,43.0572399497
030402050503,43.3580371976
030402050504,53.7490830874
030402050505,61.4187771074
030402050601,40.9264187867
030402050602,54.4370533799
030402050603,60.0114570916
030402050604,64.9857217536
030402050701,51.1359912133
030402050702,34.6435847793
030402050703,50.1733522354
030402050704,67.0259554432
030402050705,61.2102106775
030402050706,63.156924628
030402050707,63.1119081779
030402050708,51.170449548
030402050709,59.7422974561
030402050710,62.5191979224
030402050801,52.2029894852
030402050802,62.7630507948
030402050803,53.4499944088
030402050804,58.5874737954
030402050805,66.9227450946
030402050806,64.4526296552
030402050901,63.1643509128
030402050902,68.7559968524
030402050903,65.4237713139
030402050904,63.9372140406
030402050905,62.7723742555
030402050906,67.4385346921
030402050907,75.30059787
030402050908,73.545016447
030402050909,67.1820767132
030402050910,57.4851884533
030402060101,52.8857575222
030402060102,50.3052481073
030402060103,61.3456479411
030402060104,45.2696984632
030402060105,50.413038995
030402060201,32.8996031817
030402060202,42.3750254756
030402060203,54.6096454753
030402060204,64.8824237102
030402060301,61.0595740943
030402060302,62.440792289
030402060303,72.2295270775
030402060304,50.6315332523
030402060305,60.6461652497
030402060306,79.1203438395
030402060401,66.0724211714
030402060402,68.6624885596
030402060403,70.6946895333
030402060404,63.4600377746
030402060405,75.7219499594
030402060501,44.7361344931
030402060502,42.6151366001
030402060503,45.2887669199
030402060504,52.5717592253
030402060505,45.054609955
030402060506,58.3471658372
030402060601,65.5389975137
030402060602,57.6277918665
030402060603,57.2317272655
030402060604,52.231062267
030402060605,67.5065033396
030402060701,58.4941350997
030402060702,63.5895900322
030402060703,57.0820101469
030402060704,75.2230676676
030402060705,53.8886748641
030402060706,60.9319592106
030402060801,45.1010820762
030402060802,48.4031425156
030402060803,48.4682186932
030402060901,61.0148345583
030402060902,66.3156877791
030402060903,57.6982323999
030402060904,66.7434579794
030402060905,56.2681705201
030402060906,40.521801537
030402060907,55.4664093307
030402061001,38.894186551
030402061002,58.8919313802
030402061003,50.7059235191
030402070101,72.9117736143
030402070102,72.967956074
030402070103,70.7575476292
030402070104,69.9021299854
030402070105,61.7861740834
030402070106,45.8866722824
030402070201,56.8447728261
030402070202,44.4576460768
030402070203,65.385494131
030402070204,66.1712236718
030402070205,74.016990509
030402070206,69.1990433989
030402070207,59.6463739861
030402070208,42.3401520795
030402070209,0.0
030402070210,0.0
030402080101,70.1995661605
030402080102,73.6204297166
030402080103,67.6527542396
030402080104,58.6497842244
030402080105,57.495435061
030402080106,46.3223217906
030402080107,42.2651034034
030402080108,0.31174277726
030402080109,0.0
030402080201,53.8011111927
030402080202,58.1066547615
030402080203,52.9435957697
030402080204,49.5634801649
030402080205,0.00726895119418
030402080206,0.0
030402080301,42.3337308738
030402080302,45.7165539441
030402080303,32.476062485
030402080304,22.7107560468
030402080305,26.1806690004
030402080306,19.3041216934
030402080307,27.0445318756
030402080308,34.6795018163
030402080309,2.88192771084
030402080310,0.0
030402080311,0.0
030402080312,0.0
030402080313,0.0
030402080314,0.0
030402080315,0.0
030402080401,37.7150068033
030402080402,53.0935456219
030402080403,0.0
030402080404,0.331288343558
030501010101,82.0116863815
030501010102,84.1494641117
030501010103,74.7328972954
030501010104,86.9738484439
030501010105,71.5074263013
030501010106,69.6192718384
030501010201,83.9318930216
030501010202,81.3338745123
030501010301,67.8309385918
030501010302,79.5395431632
030501010303,76.1915240751
030501010401,89.7155266726
030501010402,72.7133452298
030501010403,58.7909195555
030501010501,85.6494667386
030501010502,87.2839673444
030501010503,82.7107478121
030501010504,88.8713198648
030501010505,85.9357106437
030501010506,77.3065097584
030501010601,64.1497488263
030501010602,61.6951204534
030501010603,64.617502966
030501010604,58.2336449808
030501010605,64.8189666802
030501010606,53.1440742586
030501010607,58.0111236604
030501010608,47.4614990191
030501010701,61.9837144422
030501010702,54.6642313546
030501010703,62.4398832123
030501010801,57.9586643308
030501010802,47.7728107215
030501010803,42.0522852542
030501010804,35.8479492482
030501010901,52.9844593842
030501010902,72.8100190282
030501010903,50.8666595851
030501010904,33.7656540113
030501011001,65.4681480774
030501011002,64.8845870988
030501011003,42.7256512534
030501011004,38.975554505
030501011005,42.7719399191
030501011101,38.4676956163
030501011102,35.3820668626
030501011103,38.7521730496
030501011104,42.8062775692
030501011105,54.6410580464
030501011106,54.2744339524
030501011201,51.0340282448
030501011202,43.9080651901
030501011203,31.9048019892
030501011204,32.1402941425
030501011301,46.375830667
030501011302,57.4199902087
030501011303,57.4836643997
030501011304,58.2105549387
030501011401,36.9813050512
030501011402,56.4310439584
030501011403,39.2622240997
030501011404,43.6489400065
030501011405,48.1622488196
030501011406,53.5761319846
030501011501,57.6703379855
030501011502,51.7800846293
030501011503,53.4676328856
030501011504,61.6918721079
030501011505,62.9793785704
030501011506,55.3953406551
030501011507,52.5692564531
030501011508,52.9310425872
030501020101,81.6175186686
030501020102,54.2114185191
030501020103,37.4194840606
030501020201,76.9720853859
030501020202,45.6553192613
030501020301,33.7521977066
030501020302,33.6463686953
030501020303,33.5201971108
030501020401,34.7853005997
030501020402,33.1728119602
030501020403,29.2566960463
030501020501,33.7485367974
030501020502,35.9563561593
030501020503,42.7706866388
030501020504,49.2357701512
030501020601,48.1939492845
030501020602,46.0437250485
030501020603,44.0599879314
030501020604,48.8848480717
030501020605,55.0957488964
030501030101,30.3707218576
030501030102,38.7972441616
030501030103,34.5749340199
030501030104,47.6581128354
030501030105,52.0147538553
030501030106,50.7271458958
030501030107,48.5516721972
030501030108,42.6711595639
030501030109,54.0940550864
030501030201,51.4765598177
030501030202,46.8514225637
030501030203,45.0828380061
030501030204,66.2834214153
030501030301,60.3215817232
030501030302,63.6784326174
030501030303,44.3185426695
030501030304,46.9195628869
030501030305,64.4830131232
030501030401,47.3437397189
030501030402,49.1543226463
030501030403,35.6743663198
030501030404,35.6173262282
030501030405,44.8992222587
030501030406,55.4307801805
030501030407,59.5883210572
030501030408,62.7214435741
030501030409,67.1666351142
030501030410,66.0668476002
030501030501,65.644770812
030501030502,60.7249184161
030501030503,68.2529837901
030501030504,74.3498249929
030501030505,68.863558499
030501030601,46.9845972957
030501030602,51.8426182423
030501030603,62.9220480808
030501030604,67.7987943529
030501030605,66.268433004
030501030606,69.2599105149
030501040101,78.8695006358
030501040102,75.1471965061
030501040103,77.6772313601
030501040104,68.0375062754
030501040105,74.1739017255
030501040106,79.9879394029
030501040107,83.1612137681
030501040108,77.8373726848
030501040109,78.2237068467
030501040110,75.767877839
030501040111,77.6363851185
030501040201,66.3556604222
030501040202,65.1866492103
030501040203,70.8551718341
030501040204,54.1979632007
030501040205,58.8959563298
030501040206,58.9680318763
030501040207,56.8470796645
030501040208,63.2309961791
030501040301,47.8499308118
030501040302,54.4695092829
030501040303,54.5133499874
030501040304,56.2331767757
030501040305,47.3820022029
030501040306,59.846119624
030501040307,69.2972836227
030501040401,39.2959537382
030501040402,57.2579100114
030501040403,55.5038631299
030501040404,66.4015926385
030501040405,72.1675370579
030501040406,80.1431354593
030501040407,74.4862941055
030501050101,83.6443166402
030501050102,70.7091840041
030501050103,83.3006998506
030501050104,83.5189067127
030501050201,61.2027340221
030501050202,61.7864226606
030501050203,59.1161933116
030501050204,73.3682253511
030501050301,83.7140876723
030501050302,79.6431733018
030501050303,83.4826206552
030501050304,78.2359303564
030501050305,75.6844195528
030501050306,66.2529767194
030501050307,60.0665391252
030501050308,69.4794629069
030501050309,59.5750378258
030501050401,74.5217853731
030501050402,73.0635802384
030501050403,52.7074715856
030501050404,68.3358070786
030501050405,53.3750745853
030501050406,47.3642486005
030501050407,53.7311258888
030501050501,56.1128824076
030501050502,46.9833347952
030501050503,46.62884723
030501050504,41.0361149531
030501050505,45.2185887671
030501050506,51.6317087799
030501050601,83.2222767995
030501050602,75.1985264835
030501050603,68.0590936458
030501050604,63.4257608733
030501050605,47.4993370931
030501050606,40.3700983767
030501050701,35.8645904508
030501050702,35.1446390603
030501050703,42.5658582848
030501050704,35.9889357836
030501050705,48.3378278537
030501050801,32.390045835
030501050802,35.5574482071
030501050803,42.0960826591
030501050804,40.5515412321
030501050805,52.7191789658
030501050901,58.8235654883
030501050902,67.7114045346
030501051001,58.6805560185
030501051002,55.7121484478
030501051003,65.4968584613
030501051004,65.1850755072
030501051101,72.4020004859
030501051102,62.6330068942
030501051103,62.0726585033
030501051201,85.0398605117
030501051202,54.4418514841
030501051203,55.2562944602
030501051301,59.1625907588
030501051302,50.1641828851
030501051401,41.2557782931
030501051402,52.6306814076
030501051501,40.3658751099
030501051502,43.151462345
030501051503,47.1111356562
030501051504,58.5380561207
030501051505,71.2525211916
030501051506,67.1006960749
030501051601,49.1159765497
030501051602,43.9622567269
030501051603,59.5622602892
030501051604,64.9610297211
030501060101,70.6772512294
030501060102,64.1046671982
030501060103,65.7844940113
030501060104,73.0832404015
030501060105,75.3726956877
030501060201,63.8702343971
030501060202,66.2512592753
030501060203,72.9891236895
030501060204,71.1903645538
030501060205,73.6797832981
030501060301,60.4818220008
030501060302,61.8209461458
030501060303,71.7970023051
030501060304,71.7005696513
030501060305,77.0447078616
030501060401,77.7802808823
030501060402,62.8129033921
030501060403,60.3227491961
030501060404,59.6832937352
030501060405,64.2487927058
030501060406,75.5191811998
030501060501,75.8934513274
030501060502,75.5024741218
030501060503,73.0539425111
030501060504,70.1734764796
030501060505,68.9860992413
030501060506,76.87077597
030501060507,74.3585275028
030501060601,72.5500010993
030501060602,69.4464998449
030501060603,78.7457482993
030501060701,71.7516129032
030501060702,72.780916594
030501060703,76.0919497583
030501060704,60.6752954187
030501060705,67.2279310401
030501060706,42.1956329534
030501060707,57.2105153099
030501060708,59.1666076712
030501070101,56.196195986
030501070102,47.2989180029
030501070103,50.0223525101
030501070201,48.2689245262
030501070202,48.8399487514
030501070203,60.210311944
030501070301,67.9051064632
030501070302,45.5861113749
030501070303,41.2562592225
030501070304,57.0678587394
030501070305,52.3562256065
030501070401,44.5251623774
030501070402,74.3925058186
030501070403,64.0851058351
030501070404,69.907841612
030501070405,67.6023422676
030501070406,64.1576786033
030501070501,68.1391125351
030501070502,65.5471115392
030501070503,75.0124037888
030501070504,80.3702087918
030501070505,64.8250569309
030501070506,75.5959558521
030501070507,75.3882440926
030501080101,55.0974587173
030501080102,37.8771283577
030501080103,40.1137275978
030501080104,40.5853900739
030501080105,50.929638277
030501080106,57.1718653815
030501080201,49.3136007075
030501080202,62.6476480211
030501080203,66.3553564923
030501080204,73.1864683176
030501080205,72.0230782604
030501080206,79.6468809998
030501080301,64.4264006696
030501080302,74.5208944915
030501080303,74.4973913153
030501080401,75.2885429408
030501080402,70.7914766419
030501080403,76.3433966265
030501080501,73.8672239684
030501080502,78.3025489966
030501090101,94.8824035587
030501090102,74.487073631
030501090201,84.264198161
